student_id,cgpa,hackathons,papers_presented,core_courses,teacher_assistance,sem_consistency
52,8.201062586888916,1,6,6,5,0.3718601153330944
53,9.515991532513514,1,3,3,1,0.2988030640832746
54,9.158618803421192,0,7,5,0,0.8583560551590967
55,6.783199830488681,0,6,4,3,0.9986114270374542
56,9.374993880184935,1,6,3,4,0.6296412342324573
57,2.707940016415356,5,8,4,5,0.7951407225115223
58,3.5678628993531616,4,0,6,2,0.7817458588152745
59,2.3618183112843045,1,9,4,0,0.35533970821954697
60,4.602642646106115,0,5,5,4,0.5742703802570872
61,5.109418317515856,1,5,7,4,0.8330569412642136
62,4.170792254191167,5,5,5,2,0.6881138762610555
63,8.629900073215435,1,5,4,2,0.02116381398203826
64,4.854026613548714,4,9,3,2,0.3367056688975335
65,4.247476077499046,3,6,6,5,0.14447569659460535
66,6.341568665265988,5,9,7,5,0.2329722120780391
67,3.127393799798101,0,5,3,0,0.9054894774913257
68,8.417575846032317,4,0,3,2,0.03689328891076815
69,2.5964051494381666,1,2,5,3,0.21980071196192374
70,9.895095492804138,1,1,4,4,0.30956935223823145
71,8.17795815437326,3,5,5,2,0.6168840719663948
72,3.5897254522733792,0,7,4,4,0.5341016900858655
73,2.044176936988819,0,2,5,1,0.2182694828533861
74,8.523691427638674,2,9,3,1,0.16424106722315446
75,7.654858750780937,0,7,6,2,0.2367980345961188
76,7.8320573443278985,3,7,4,4,0.5025296267016556
77,8.170162773487565,2,4,7,1,0.27117778571120343
78,2.592357213872723,2,7,7,2,0.9476025016077222
79,4.867725828354181,1,5,3,4,0.46386522142884756
80,2.9269524762010377,1,4,5,2,0.058796016544637064
81,8.904827407004749,0,8,5,5,0.7292664058366334
82,6.986385014620463,2,6,3,4,0.3288452882089896
83,4.6471841988211935,1,7,7,1,0.6534889320582475
84,2.508466802288189,3,0,7,2,0.279594370523232
85,4.487858573725298,1,10,5,1,0.5707437417333199
86,4.601466576213976,5,1,4,2,0.7721525048074647
87,7.836849426704513,5,7,6,0,0.928008741774554
88,7.100459770841705,1,8,4,1,0.26112714443307705
89,9.097701940610612,2,3,7,1,0.33485695099898116
90,5.777719401295594,2,9,4,3,0.4642664202859397
91,2.9567539675064136,4,10,6,5,0.9271748377359889
92,7.70595829778396,5,9,4,1,0.9013868568106571
93,8.08628038893518,3,8,4,4,0.08987828010063803
94,6.49021758055597,2,3,4,2,0.13192982575381085
95,8.167737439636488,0,9,4,0,0.49550917733063826
96,5.950364770915126,5,9,3,4,0.10661927280542349
97,6.1818626350559525,3,9,7,4,0.34558087334869747
98,5.420328146868397,3,8,6,4,0.14838537821747766
99,2.2033530139527615,2,10,7,4,0.6360403551318858
100,2.8631314159464356,3,6,3,0,0.9494954317391617
101,2.251433485493874,2,1,3,3,0.9967337702943815
102,7.091283290110243,1,8,3,5,0.3752411324969148
103,4.514847848610613,5,3,3,1,0.5990126371146123
104,6.068565529317622,4,7,4,4,0.8562676535240813
105,9.260531791408745,1,6,7,1,0.11746207279638399
106,3.9943378331909996,5,6,5,1,0.689564411051965
107,5.283063384285038,2,7,6,4,0.40884366172506825
108,8.04440910834439,5,0,3,3,0.20614616028016408
109,3.8303853239329797,2,4,7,1,0.402753618747442
110,2.615839278630344,1,1,3,2,0.07596028696491686
111,4.318011623310144,0,1,3,1,0.6954071485893057
112,3.2897702980320354,0,0,3,5,0.2527426687484531
113,9.437581218740585,5,4,3,4,0.311405645044878
114,8.464963036515336,0,1,3,0,0.12108129824146274
115,7.067230052083388,2,3,6,1,0.8646591138898917
116,8.971684721501742,3,2,7,3,0.4934442792827386
117,8.429376615192915,2,2,3,2,0.5721468777864003
118,3.4925604710882867,3,1,3,2,0.5694326830948546
119,9.140471987919822,1,5,3,0,0.41049311454134174
120,6.314737935325206,4,1,3,5,0.19252991543813947
121,8.459521241312501,3,7,4,0,0.7451327484983999
122,9.168730399387947,0,7,4,5,0.12705626535767434
123,4.544027799774911,2,4,5,1,0.1038737902788105
124,2.880415396221414,1,9,3,4,0.7101450375965034
125,3.8234813003355335,0,6,5,3,0.20883702045198382
126,5.4168623090100505,1,3,6,2,0.30677275135283233
127,8.544118127379946,4,0,5,0,0.47522746700174023
128,8.885844666050748,2,10,7,3,0.4493513167295462
129,2.0556170442495256,5,1,4,5,0.7085791250649992
130,6.085978420620526,2,9,4,4,0.623431793443361
131,5.339288025190232,4,9,3,2,0.6443961622818657
132,3.776862483765842,2,3,3,2,0.7140543306554573
133,2.9589229386694624,5,0,6,5,0.29261272742346534
134,4.700921371229024,3,7,6,4,0.32233331180047364
135,9.543277631300153,1,8,7,2,0.4379977478955541
136,4.585623456166042,5,3,3,4,0.3074621730335261
137,6.150324973946929,0,9,3,2,0.9849378689708634
138,7.624151671161423,4,2,6,1,0.8140519264214297
139,4.909036819034352,3,1,6,5,0.16465468825602958
140,9.774256661767685,0,4,6,4,0.005594155881869511
141,9.69957835953689,0,2,4,3,0.04278326824726786
142,4.014258366602913,4,9,5,1,0.24406345104292526
143,5.977988047139084,3,6,5,3,0.11429128583685655
144,4.407026478534157,0,10,3,5,0.5333381148925721
145,4.278723955019741,0,5,4,2,0.8579952227273586
146,2.2950955788362624,3,0,6,3,0.7367502209132274
147,6.876514671839175,2,7,3,1,0.2156090630821904
148,6.021432185830892,0,1,4,4,0.39929925602578586
149,2.411830009999915,1,4,7,0,0.5078942095312776
150,4.2291717138928915,3,8,4,3,0.8102058495033355
151,9.26612708773323,0,7,3,0,0.8391216031061648
152,3.9164951253357794,4,1,5,5,0.909718311907776
153,3.1591589767297847,5,8,6,3,0.5092452505028752
154,5.915622082220504,1,4,7,3,0.694274746435863
155,9.885203632884807,5,9,4,4,0.11180037123393716
156,3.9364421720920033,5,5,3,2,0.5652889599539821
157,7.377084379247028,0,2,3,1,0.24869180947113512
158,8.09295692262974,1,2,6,1,0.4317168850266111
159,3.9011003519391974,1,9,3,1,0.6340505083067194
160,7.825730788894877,2,7,3,5,0.2569859378537811
161,4.942265061754026,5,10,6,2,0.05218505779676108
162,7.058446644748636,1,9,7,0,0.010233856408757513
163,7.068237686087158,2,9,5,1,0.022159535544521547
164,6.286197472598068,3,1,5,0,0.008349737513769662
165,2.7223181604352664,2,10,4,2,0.11035505655787547
166,8.682419964713905,4,1,7,5,0.23948871457012988
167,4.566240519773887,0,4,4,2,0.22122151418229918
168,3.492148083198834,3,5,5,4,0.9867965941798967
169,2.3262011324381113,3,1,6,1,0.3060061052089432
170,6.7271435455059345,4,4,3,5,0.1274207833593991
171,7.420514894738259,2,6,5,4,0.545562544167758
172,2.132702631422849,0,9,7,1,0.8579574553975083
173,6.096744466394248,2,9,5,2,0.6780603767876752
174,3.8119662015835036,1,7,7,2,0.2960820891354503
175,7.161382323275599,2,6,7,3,0.561616159791455
176,3.3949314320399315,3,7,7,3,0.7148559742004091
177,7.527501904819728,0,8,4,2,0.7281044923677423
178,5.093882770404299,2,4,6,2,0.6665384552976888
179,9.493839909893875,0,4,5,0,0.870810424775618
180,3.100167553167946,0,10,6,0,0.8701054583441044
181,4.728530808402068,1,9,3,4,0.5789365594070033
182,2.9077881699247126,1,3,5,3,0.4298563691112123
183,9.397548946228502,3,8,6,3,0.6415702955650998
184,9.018714827047848,4,4,6,2,0.8182120013704631
185,4.063533021721245,0,1,3,2,0.005652104841184724
186,7.279872368273432,4,9,7,4,0.9919970090148511
187,8.537777601609726,3,7,5,5,0.18289377232919923
188,6.441606492795699,0,6,5,5,0.4702489856599762
189,6.237204626848052,0,7,3,5,0.8720297348428667
190,3.9348183272036135,5,2,7,3,0.22504039904419937
191,2.7448221424471937,4,3,5,0,0.4767952239003832
192,9.177726063626615,2,4,5,5,0.13258218018117918
193,9.203344457306644,1,5,5,1,0.3950763253881926
194,7.0648116581861435,2,0,7,4,0.17713545479300252
195,4.712238328389605,4,3,3,5,0.363627748771157
196,4.793676596901287,1,10,5,1,0.373464216792722
197,7.807645430961915,2,9,6,5,0.9931707895983327
198,9.176882079620617,5,4,7,0,0.9948130293037722
199,9.096691394120938,1,6,4,0,0.11478627866061242
200,8.239004366860991,0,4,3,5,0.7259687793283472
201,7.136253169234302,2,0,6,1,0.051745479669101146
202,2.6731197199603907,1,10,5,4,0.030192015337188627
203,3.29302971275691,5,6,4,1,0.10533389424496431
204,9.188433508216633,1,7,3,4,0.965485657007934
205,6.8514324772767194,1,6,7,5,0.9408635478946974
206,2.073576412933037,5,10,4,4,0.19392782028068045
207,2.811772342928257,2,3,4,2,0.16167233555371152
208,7.3080141528644464,3,7,6,3,0.24053508651594702
209,2.0404926707697495,2,4,3,3,0.5155469940751422
210,3.2864644113399892,4,9,6,0,0.5697046320354099
211,6.389870314932689,5,8,6,2,0.22159343043944735
212,7.535161581541546,2,9,5,3,0.7566227880899452
213,7.215690076020804,1,4,7,5,0.30955316940265076
214,3.7941544756844783,5,0,4,4,0.9221313255294104
215,7.697433770780287,0,8,3,4,0.6567227064567306
216,3.8979926999744006,2,4,7,1,0.4363511943036117
217,4.603197585274142,5,5,7,1,0.7899120017028454
218,7.971931240944193,2,3,3,4,0.8179146260466648
219,7.197063192377717,5,5,7,5,0.29048160560894365
220,8.793787283953424,1,7,5,4,0.33971454383608435
221,7.260903138402747,0,2,7,1,0.9359551537286034
222,6.546468826683773,0,4,5,3,0.16474103836327192
223,2.74939814262474,4,1,4,0,0.0421504169629342
224,4.941726424475468,5,1,4,1,0.4540553226095492
225,4.121618941453804,2,6,6,5,0.8012099002436289
226,3.9519171470326686,0,9,5,3,0.7716681063107458
227,9.784084438019566,0,9,4,3,0.9195306289128325
228,5.144781797334083,3,10,7,3,0.5332006643690402
229,9.136372441416906,3,9,3,2,0.10006467156653331
230,7.049109007978103,0,5,3,2,0.5886889743360161
231,8.358490428333187,5,3,5,3,0.7783956143532116
232,6.021096744841537,4,4,6,5,0.0933281202698264
233,6.615231077010873,0,0,7,4,0.17265740109758976
234,5.940141550550911,1,6,5,5,0.012290661155670901
235,3.561943902384356,2,7,3,2,0.5936525794468104
236,7.779616922092043,4,8,5,1,0.8867343919459044
237,4.246178899526846,1,7,7,2,0.6706633160020995
238,2.1945277314516307,4,4,4,4,0.982040087590982
239,7.1637783672573425,1,2,7,0,0.06303365249976156
240,3.4168854352563915,2,9,4,2,0.9030010851514962
241,9.523668674823314,2,10,4,5,0.8140682873866807
242,9.631428616020699,3,8,4,5,0.31424152049950493
243,9.318915121763588,5,5,5,3,0.9735265518372518
244,4.961269602043555,1,4,3,3,0.28793774817141504
245,2.1236529322309394,3,2,5,3,0.8893047238282185
246,9.426548500701802,1,5,3,0,0.8807485770741894
247,5.425473186538515,3,2,7,4,0.7576576166029725
248,9.733238552349356,2,9,6,1,0.5634704738128519
249,9.708959816714023,4,5,7,5,0.12000274961688806
250,8.82407564373888,3,3,5,5,0.5319717344964983
251,4.3555911365566855,1,1,5,4,0.35679625565493456
252,5.080781828815402,1,7,3,0,0.7922170331553517
253,8.809093372134855,5,3,5,3,0.7581292064968449
254,4.535376041250221,2,8,4,4,0.9106125073726052
255,3.35594197348874,1,6,5,1,0.014830162431707872
256,6.454410099666801,0,1,3,3,0.8091032168230461
257,9.489238193286248,4,3,3,1,0.9384620531246688
258,7.568238373399784,3,4,4,2,0.7893004491081501
259,6.56048936071492,5,2,3,1,0.1301944598703667
260,2.7774119501661483,4,8,6,3,0.08127910484088774
261,6.920057813593358,2,4,7,2,0.02084523980770081
262,9.920430800834106,5,1,5,3,0.628745225828071
263,3.1206721218921922,3,10,6,5,0.6296726518598873
264,6.146637218909894,3,2,5,3,0.9869137142182123
265,9.018984575423644,0,8,6,2,0.39804317410409573
266,7.9261489420336355,2,6,5,1,0.33190628489749674
267,7.576125927962144,5,1,4,5,0.6244249271843925
268,7.619872671896874,5,8,3,0,0.825608672507594
269,4.875929209758041,1,3,3,0,0.9367739495230019
270,4.348734754115947,0,8,4,0,0.8031241661790386
271,8.474889243828109,0,1,6,0,0.42667398061580475
272,8.480907157433446,5,9,7,4,0.6349142353120641
273,8.93657854864083,5,3,6,0,0.856299326716117
274,9.30592442045177,4,4,3,2,0.49060968831173946
275,6.090739190887502,4,1,7,0,0.2166866437053927
276,6.012130357497597,4,9,5,3,0.16972343974787296
277,8.386361431734201,0,0,7,0,0.0001577445780567288
278,7.199711446222121,1,6,6,1,0.7182379949812843
279,7.615735018061627,3,9,4,2,0.1110972088459905
280,8.366341355488808,4,0,5,2,0.24383909969594042
281,9.12004273454053,1,10,6,5,0.29787633152279336
282,4.703961254812286,2,10,5,4,0.5603798601367683
283,5.004663621119552,4,7,7,3,0.39795727729576924
284,2.751855518726952,3,2,3,2,0.6746739920231618
285,6.626241127969392,2,9,6,1,0.05563865932870271
286,2.2875381903739367,2,5,4,0,0.12393919426443945
287,5.724784145059681,3,6,7,2,0.4992115035332667
288,6.341157077660613,4,9,6,1,0.3369647878468298
289,4.292330017026275,0,0,4,0,0.2958133627513597
290,6.726666084552086,3,5,6,4,0.06702807903752273
291,2.2440019995123954,3,6,7,2,0.8957191747480014
292,2.2987855099937153,3,5,6,2,0.6918185861250508
293,8.580804485277266,2,3,5,1,0.12161815681964938
294,4.881525131290103,1,0,7,5,0.06504595773714061
295,3.0164841012150783,0,10,6,3,0.974872533431243
296,6.177946080438435,4,8,3,4,0.6811725504395049
297,8.159948424788887,4,3,6,3,0.4174560710937415
298,3.7265682199747454,1,6,5,2,0.7017310407557849
299,6.983123806552002,3,6,4,3,0.7563317864801591
300,2.682779719950144,0,1,4,0,0.7799622023887793
301,2.4134537693488616,4,0,4,4,0.47787730565305764
302,6.250837052545184,5,7,3,3,0.429882758124848
303,6.325080972880852,4,7,5,0,0.01102808426890034
304,7.099439211985652,3,6,7,1,0.926557115141838
305,7.808730669781292,5,7,4,3,0.6033078783889431
306,9.806816635700276,1,2,5,4,0.2031539371899681
307,6.1304027864095625,0,10,6,0,0.9196034194214366
308,4.583651783529968,1,1,3,3,0.9149319017702964
309,8.361489558149628,1,6,5,1,0.9891841643660959
310,4.166658010096594,0,7,5,3,0.8740565631389788
311,5.511771365645089,0,0,7,0,0.9977843878200647
312,2.6276510507381277,4,9,5,3,0.24468618812327259
313,2.20280594732366,4,8,7,4,0.8422495851992341
314,9.7011873174234,0,10,3,2,0.8230283087957645
315,8.687840964097646,5,3,3,0,0.23094035922073375
316,7.567793648749584,2,3,6,0,0.09843754900099078
317,5.271623555314159,4,2,7,0,0.9794205136775996
318,3.386354560566766,2,5,7,0,0.29602455152061036
319,3.2514963413686884,5,0,4,3,0.8708917904678061
320,4.001943185316763,0,5,4,4,0.0041271546746038945
321,6.393813317648964,5,1,6,1,0.021024807219602204
322,7.716767381600499,4,8,3,4,0.4658713086963684
323,7.28157901374185,1,1,4,0,0.23871468393506357
324,4.239471175567543,0,6,5,5,0.6898412834359643
325,9.638922245305553,3,0,3,3,0.5655643255679543
326,7.903175333566148,2,6,5,5,0.07748579745049144
327,6.4348324200912055,5,4,7,3,0.16262829631571707
328,6.893765969874818,0,7,3,0,0.3880492700584143
329,5.356800499422319,5,3,6,3,0.18560406395543316
330,3.9818479160092597,0,9,7,0,0.7922223472439286
331,4.847781429210093,4,6,7,4,0.41607023555328004
332,8.062768883714952,4,5,5,2,0.09343186684249927
333,2.115147909038047,4,4,7,3,0.48434290227212484
334,2.92858112405533,5,3,4,0,0.09083818106141417
335,2.368021136174022,3,6,3,5,0.12893730541981718
336,2.325830418551761,4,4,4,0,0.2396098320282053
337,8.843684672088058,0,4,5,5,0.8595277052474898
338,7.629262875040189,4,0,5,3,0.9246125323329719
339,5.7933906326986016,1,1,3,1,0.8262577293320691
340,2.782673285208012,4,4,7,5,0.33407721741784724
341,5.932927000934659,5,2,6,0,0.27244644110883165
342,5.7877741662445255,3,1,5,3,0.5491556907902392
343,3.3856149592801215,1,3,3,0,0.7218531605331123
344,5.470813193903784,5,3,6,1,0.9933727881601748
345,5.1880378751789875,5,3,7,2,0.13157071187892622
346,6.926800784417732,5,3,5,1,0.049291999023804434
347,7.08074920694115,0,2,3,4,0.694355888995271
348,2.362432078176356,5,6,3,3,0.8322257835039055
349,4.99690091701177,0,8,3,1,0.8463487798664232
350,7.006879325713891,5,4,5,2,0.6784635490771607
351,6.025090068640702,2,3,6,0,0.9540158041191871
352,8.851918729506579,1,10,3,3,0.5110047635445869
353,7.26954905295156,2,1,7,5,0.9138147983362125
354,3.3034754166514375,5,1,3,1,0.967812136991523
355,2.5645499792034387,1,4,6,2,0.8471574570031077
356,7.139354225650525,1,6,5,1,0.3097585632586206
357,2.2120904843329745,3,9,3,4,0.19621565117029527
358,6.686204650187706,2,9,3,3,0.5481200649818184
359,9.52184193139966,3,8,7,0,0.45301475038018846
360,6.603793423007032,1,6,7,2,0.877758342192733
361,5.105359409652175,0,4,3,1,0.10003167106715372
362,7.146305747538825,1,9,3,3,0.2577400613115186
363,5.666023123932133,3,9,7,1,0.7517989445187085
364,6.3649343145274795,2,9,6,3,0.09498664497731213
365,9.531718470212201,5,5,4,4,0.3207644140217002
366,5.088821102406194,5,10,4,1,0.38715539405398314
367,9.689524510591314,2,2,3,4,0.62259379656269
368,9.24280513564851,5,4,7,5,0.15813264571936458
369,3.5663290783143715,5,7,5,5,0.8606044903497095
370,2.5548904070013236,3,0,5,2,0.44754223546627425
371,2.806224011019413,2,0,4,4,0.9170217118805565
372,2.145774605212398,4,6,6,3,0.4678699136339316
373,2.755543686047427,0,4,4,2,0.27504025894073336
374,7.464054187330855,0,4,3,1,0.14182882868767488
375,2.569509187681832,5,0,6,1,0.003745094711284813
376,4.55180504235009,0,8,5,3,0.5321574849848356
377,8.759002487755637,2,0,7,0,0.10715669692692342
378,2.186175485886607,2,4,7,0,0.3917277636311782
379,8.515747860711485,1,9,3,1,0.5892717612370867
380,4.254838198187199,1,8,4,3,0.2756858969027003
381,2.94531862097325,0,3,3,0,0.17522429236611525
382,7.573897322913205,4,7,7,4,0.7747216226093416
383,7.031542774239072,1,5,5,1,0.9467911722816206
384,9.019776108216423,1,10,7,5,0.100440417861966
385,7.880568350431086,2,2,6,4,0.15559032438500786
386,8.42784744307879,4,3,7,3,0.9600126572527187
387,4.256276580570452,5,1,7,5,0.03778422181224628
388,3.4195163502377826,0,0,6,4,0.9776323365504722
389,8.004918013126867,1,7,4,0,0.004644483084988771
390,8.454677914138113,4,0,7,0,0.8736686556513313
391,9.924041136005386,4,10,3,5,0.3073251809877495
392,5.300941415291412,0,0,7,2,0.9385888581772965
393,4.976144686342265,4,3,3,1,0.31694528863558546
394,8.211303685935974,4,9,6,5,0.654306321534056
395,4.726428322024143,4,9,7,3,0.08003256976593665
396,9.446058604828519,1,5,6,1,0.242329811453739
397,8.867302014744094,0,8,6,4,0.7736793464792507
398,5.431952219000147,4,0,4,3,0.5286858536788197
399,8.006968542331979,4,6,7,3,0.9279690617870447
400,8.036342992677458,1,9,3,0,0.4287514083413543
401,2.824990950687461,0,10,3,4,0.8698123658139231
402,9.220423253436532,2,4,7,0,0.4489554374782375
403,6.042018979582857,1,7,4,0,0.9792482787019853
404,8.611659728861934,0,6,4,2,0.9598343813988768
405,4.560396808244894,4,3,4,0,0.3291367055560803
406,9.164185827969604,0,3,3,1,0.8859236704168032
407,5.113613429873305,0,5,6,3,0.8476113742156492
408,2.086701211842387,5,5,4,0,0.21068039732756283
409,9.24305581135411,0,8,3,5,0.6242904007832697
410,2.7302934142890685,2,4,3,1,0.07268231558981486
411,4.554509100723319,0,7,6,4,0.8367107205834616
412,9.60049573640644,2,4,7,3,0.17454588350349654
413,9.604857175500449,4,1,7,5,0.07081470138576451
414,6.587503104986289,2,5,4,5,0.4002190955388112
415,7.054697697358394,4,8,4,4,0.5769221385996435
416,5.587564175826558,4,2,6,5,0.854916958559771
417,4.345686173584516,2,0,4,1,0.9742425255217365
418,4.629316362959328,1,0,6,4,0.43949251256986366
419,7.380147648616307,3,2,3,5,0.06044692298527021
420,8.01899623550144,0,9,4,4,0.7491155790258707
421,8.332632349806788,5,4,3,4,0.5651732562239374
422,8.316945142356431,3,2,5,0,0.44789134484446314
423,2.729648824389523,0,8,6,0,0.30926887879218967
424,5.955362437620652,0,7,5,0,0.5023985278435357
425,2.4604700801331543,4,2,4,5,0.33867960445703094
426,6.396231058589884,0,8,3,3,0.7570118677473603
427,5.532244010987016,5,5,4,1,0.5438936964926411
428,9.101633462066399,0,6,5,5,0.876847774154112
429,4.8073201004166295,2,3,4,0,0.5435439146494421
430,2.936536131420847,3,3,7,4,0.23826241333993003
431,3.143933456422687,2,1,5,5,0.8510918822321445
432,8.092085053739778,5,4,4,4,0.5572190449300439
433,6.9457445065300885,0,7,3,4,0.20684103814356125
434,2.808981408982322,5,6,4,4,0.6235078099562221
435,2.6728544489199795,4,6,3,2,0.35771676494242755
436,7.60775305167296,2,5,7,3,0.8444056122920658
437,2.582104050913548,2,2,4,1,0.4532997386465428
438,8.57488047432285,1,4,7,1,0.7264413581074167
439,7.64993781725197,0,0,5,0,0.09553620763623716
440,2.650790245135198,4,6,3,2,0.3960243463023462
441,2.6787017126815353,2,8,5,5,0.9832414364723987
442,9.893116628009404,2,0,3,5,0.8084602894771483
443,4.994166366048963,4,1,7,1,0.15994080236692865
444,4.965137176535127,5,2,6,3,0.2777640494772551
445,8.50239653806002,5,2,4,4,0.3298158088563611
446,9.577988619070869,0,7,7,0,0.6503655604954457
447,9.888008510582967,1,6,3,3,0.7569947594896556
448,8.027025482071533,2,5,3,1,0.7495266088079098
449,5.010076684247326,1,9,3,2,0.5098740563064028
450,2.66800573358935,5,9,3,0,0.8108205378381512
451,8.217175327419493,5,10,4,1,0.43707808275747506
452,6.46723399788644,3,3,5,5,0.1238805652955619
453,5.39377607397581,0,8,6,0,0.5644418416538133
454,9.250835080757888,3,0,4,1,0.9523013846011067
455,2.8895798584492107,3,10,3,5,0.7929936513925113
456,5.941000834326873,3,1,4,5,0.5787006476922424
457,2.0908291581393526,0,3,7,4,0.6468056603490969
458,5.74928513595301,0,2,3,2,0.9305620270355727
459,2.450426205454699,4,0,6,4,0.4283427944349605
460,2.9505433301445754,1,4,3,1,0.33139413894263736
461,2.940209974216839,1,6,6,3,0.977241565000449
462,7.1936824169285085,4,1,6,4,0.8634431335103334
463,7.968359034123386,4,4,5,3,0.3230435846186024
464,6.666950120777277,5,5,5,5,0.4637805973609228
465,9.697380387796336,3,10,4,1,0.41507812900779906
466,4.9989646361896325,4,6,4,2,0.14909567867143392
467,4.285696690254886,2,0,6,3,0.9578193238132591
468,8.948793025515682,1,6,3,1,0.4043124312197588
469,3.788766708155621,4,3,7,3,0.875329082637908
470,9.70578031552489,2,7,7,4,0.18935622768066507
471,2.0972357975185307,2,3,3,1,0.5478708106372198
472,9.759030613661112,2,5,3,4,0.02396138512426982
473,2.345279295604609,5,8,5,0,0.7642204838423086
474,9.129144909584568,5,4,7,1,0.5809138982462784
475,6.221608872690399,2,3,6,3,0.6255895834697527
476,9.943718368954404,5,7,4,0,0.05172088255465346
477,2.590372517883191,3,8,5,4,0.2110383302086154
478,6.430834275210566,2,3,7,4,0.07433087235358016
479,9.754420284952792,3,2,3,3,0.28891431580381177
480,6.1847827533611905,3,7,7,0,0.627439007682151
481,7.0351891050821,2,4,6,5,0.5661859843173752
482,7.565989511876937,1,1,5,2,0.6121498216133903
483,5.636328518142186,2,9,3,3,0.5492512713778943
484,7.0204646406725075,2,8,6,4,0.27302879567585936
485,6.674514495384802,5,2,4,1,0.24450749734442523
486,9.209264083927913,2,1,5,0,0.13705968353658127
487,2.363571042731663,1,0,6,5,0.8490708749034921
488,4.247705516737843,5,7,6,2,0.6164793585412445
489,9.60329187261247,0,10,3,1,0.18651101250405977
490,9.12211027112733,0,2,4,0,0.17720937982123952
491,5.6452540222857035,3,6,6,5,0.8730356015261367
492,6.961060782412294,3,0,5,3,0.7427308637633193
493,4.219049463849061,1,0,6,5,0.6593990799053714
494,3.5049692777900905,4,8,7,3,0.4068641075392998
495,5.709587239519857,0,7,5,0,0.26197556427851754
496,4.8268178242084225,3,2,5,5,0.9794507631128238
497,6.669248894806977,0,5,6,2,0.7972395750228002
498,2.6218770957198787,1,10,3,5,0.3017792231362765
499,9.795158461329333,1,2,5,0,0.8475647962784947
500,9.889685955836823,4,3,7,1,0.7589319486146815
501,7.585293712157961,4,0,3,1,0.29708054987799837
502,6.288770930752963,5,4,3,5,0.4265528542416397
503,4.476220930290622,1,0,3,5,0.18595344539102665
504,8.51036015765559,3,0,5,3,0.11105244437810935
505,7.477849380431034,0,9,3,0,0.7227620328396968
506,3.3009355147591304,2,10,6,3,0.2675118573538666
507,9.28741747595074,4,10,3,2,0.8200593657462536
508,8.580297943385352,2,6,7,1,0.9956087115144261
509,9.598399306335391,3,5,4,4,0.07661981392964867
510,7.80575606710688,4,1,7,4,0.47303512508370027
511,6.907321567486319,2,10,5,0,0.8020625593108031
512,5.345944290324951,3,1,3,0,0.7889508965412335
513,9.461827866832106,0,10,3,4,0.7599971583309685
